,client_id,visit_id,visitor_id,treatment_group,total_steps,backward_steps,error_rate
370,56923,197856421_73853186273_355109,330821824_42259886131,Test,7,1,14.285714285714285
371,58001,338443358_65509529757_498407,819735877_60096987602,Control,6,0,0.0
372,58001,468027853_85089595773_91031,720124391_7850825847,Control,2,0,0.0
373,58194,573004422_98903826409_994200,938101258_47334305981,Test,9,1,11.11111111111111
374,58196,11336552_27599267247_610394,983697480_34448825600,Control,2,0,0.0
375,58196,434719687_79082603594_599873,983697480_34448825600,Control,6,0,0.0
376,58196,704125939_41736894635_80801,983697480_34448825600,Control,4,0,0.0
377,58196,761630724_67204279683_168291,500338642_657773211,Control,4,0,0.0
378,58456,746763908_2522971987_50110,85325676_4234306123,Control,10,1,10.0
379,58456,90751306_25087405649_38294,77260643_6025650290,Control,2,0,0.0
380,58589,427483961_80964437545_597169,738314398_64542634741,Control,4,0,0.0
381,58589,680239520_52067597831_970044,738314398_64542634741,Control,8,1,12.5
382,58676,357712611_64009521863_877579,882635297_97720965095,Control,5,0,0.0
383,58867,746825131_71132218048_826139,808071414_15558147351,Test,5,0,0.0
384,58917,810899635_68884091887_154592,62669646_83783891965,Control,8,1,12.5
385,58962,83271759_29479616072_114193,925213737_54450016842,Test,7,0,0.0
386,59089,468022558_49891098407_826256,527550186_58690806202,Control,6,0,0.0
387,59152,149051819_54345988042_988677,643214874_36921345,Test,5,0,0.0
388,59360,280647480_71759192564_656489,576655088_2624848172,Test,5,0,0.0
389,59605,235378732_95535692530_149642,970008507_18567069047,Control,2,0,0.0
390,59782,119411390_64352583480_163002,418060379_33900106965,Control,7,1,14.285714285714285
391,59802,136268203_95364253229_76559,661363920_60481792210,Test,8,1,12.5
392,59860,13205605_14426073954_328700,7157580_20984012168,Control,11,3,27.27272727272727
393,60101,439746388_49694251242_856667,130758730_15631068057,Test,5,0,0.0
394,60483,150083577_64987338638_925174,701299809_41309155087,Test,5,0,0.0
395,60802,166411313_13269663941_849826,568269944_90095283833,Test,2,0,0.0
396,60802,243524909_1939633336_798973,618164865_47581693512,Test,7,2,28.57142857142857
397,60958,557608308_24500903388_633629,36693402_98382992268,Test,2,0,0.0
398,61007,543375501_44224693158_433945,851119198_4308559269,Test,4,0,0.0
399,61487,886847712_68227934711_408815,209062843_79963952420,Test,5,0,0.0
400,61650,254033690_35572106518_980287,262308157_99807681485,Test,7,0,0.0
401,61961,908880139_65455070477_265947,528423427_17627254519,Test,7,1,14.285714285714285
402,62284,19445781_65472229744_760681,790285716_78655669741,Test,6,0,0.0
403,62503,401959480_5470831097_36632,759258929_31034969239,Control,4,0,0.0
404,62503,905035146_61227097398_642320,759258929_31034969239,Control,2,0,0.0
405,62754,567423128_56090320325_768779,336439133_86630162743,Test,5,0,0.0
406,62791,284026107_85198614399_542944,585625211_93286771461,Test,5,0,0.0
407,62791,927105812_58095944341_500565,585625211_93286771461,Test,2,0,0.0
408,62805,354409056_2855597172_286003,385590432_35606249859,Test,5,0,0.0
409,62837,327442728_8911658620_326140,304946154_37951323919,Control,2,0,0.0
410,63001,858198875_91038453073_155850,574068411_92596445511,Control,3,0,0.0
411,63377,521175398_8295635658_449199,788039467_77470294436,Control,5,0,0.0
412,63507,358688860_78936517040_61805,292973074_17859813846,Test,5,0,0.0
413,63796,96935901_96299010757_626137,564036747_43617938738,Test,9,2,22.22222222222222
414,63879,211527363_97030449036_813934,309139074_72326312713,Test,2,0,0.0
415,63879,21615919_42279427556_317425,605268032_30111756316,Test,8,1,12.5
416,63955,403063026_74812069140_792590,765661732_27866554014,Test,5,0,0.0
417,64020,972940259_57027907081_631453,773192540_37834411009,Control,7,1,14.285714285714285
418,64058,611639750_11981700400_191917,376212514_55894681954,Test,5,0,0.0
419,64871,37893178_33593519288_704655,129139037_82139221578,Control,7,0,0.0
420,64885,188264439_77743710533_412993,883068502_27848800024,Test,2,0,0.0
421,64964,468542693_55453035486_334837,738553635_30143599641,Control,2,0,0.0
422,64964,561810180_39732266291_791239,738553635_30143599641,Control,5,0,0.0
423,65221,223851699_19711415778_824412,4276840_15054699139,Test,5,0,0.0
424,65716,726740205_14162576461_36690,650832682_25140855857,Control,9,2,22.22222222222222
425,65845,988091871_96333064304_208164,465129038_56608944270,Control,5,0,0.0
426,66160,625691365_94820521449_183214,435401135_13735136048,Test,6,0,0.0
427,66169,314968019_91486294471_902489,788156762_5097367314,Control,4,0,0.0
428,66169,906928885_73352156618_120818,788156762_5097367314,Control,5,0,0.0
429,66539,457440372_81591405849_166871,605189298_77006253196,Test,5,0,0.0
430,66543,468005835_23798283716_920376,419590133_34401740992,Control,2,0,0.0
431,66930,372525391_51413201776_681488,734350288_81750556426,Test,8,2,25.0
432,67390,929804902_70347234666_169199,341684336_18998852028,Test,7,1,14.285714285714285
433,67452,680939895_22837666376_53098,266011884_84652463200,Test,5,0,0.0
434,67845,596697111_61815674409_333257,239461965_68805823718,Test,2,0,0.0
435,67845,685504706_58227758389_557542,49025663_80961170325,Test,2,0,0.0
436,67925,424449176_14511092812_205583,207834758_83691442968,Test,9,0,0.0
437,68170,221894512_79769719196_453747,929911788_24294990654,Control,2,0,0.0
438,68276,379543913_38164453173_768346,978252446_10240099330,Test,5,0,0.0
439,68830,803480129_94640371688_514739,558792514_19877364799,Control,5,0,0.0
440,68830,961107228_34719086659_361766,558792514_19877364799,Control,2,0,0.0
441,68854,534538570_84041355580_735657,518023075_39852009617,Control,5,0,0.0
442,68854,993356145_12703164190_358819,518023075_39852009617,Control,2,0,0.0
443,68884,141092984_43361546790_892627,441180684_43479770070,Test,4,0,0.0
444,68884,261366442_59985744672_704675,441180684_43479770070,Test,8,1,12.5
445,68886,129315209_33749745424_205876,615980025_4027510781,Test,5,0,0.0
446,68963,600852537_98969712679_569097,287437938_75954439812,Control,12,3,25.0
447,69255,749978437_90205781818_231452,310869805_9693330193,Control,2,0,0.0
448,69568,476011779_24524225800_343850,116900530_1731084430,Test,4,0,0.0
449,69598,890709326_95577312834_960444,340495265_64604408664,Control,5,0,0.0
450,70225,837204713_61360803202_672978,10421061_82188662618,Control,6,0,0.0
451,70576,30996402_95845847993_412819,513752800_98215052334,Test,7,1,14.285714285714285
452,70576,50324469_59762492569_169369,513752800_98215052334,Test,5,0,0.0
453,70576,779440790_40168617414_320784,513752800_98215052334,Test,4,1,25.0
454,71159,565801210_44173152859_82609,214740816_63725162163,Test,2,0,0.0
455,71296,135686535_86048174207_210653,560596510_93496651717,Control,8,0,0.0
456,71296,934336554_58561471443_611213,560596510_93496651717,Control,4,0,0.0
457,71626,831017060_96273461830_279796,239924782_72527602981,Control,7,1,14.285714285714285
458,72074,219352266_77466986638_397414,299110719_98392160503,Test,5,0,0.0
459,72074,730783483_52983676794_722979,81301971_27845799564,Test,7,3,42.857142857142854
460,72221,580419394_8185941477_116966,82591170_39869421807,Control,2,0,0.0
461,72221,956817711_71574796386_258957,82591170_39869421807,Control,11,2,18.181818181818183
462,72388,901971857_62926025527_217825,70819629_34764690745,Test,4,0,0.0
463,72395,826457357_74182695145_880036,773646164_21249473485,Test,7,1,14.285714285714285
464,72915,201954403_15573044447_271176,824678189_57718831196,Test,5,0,0.0
465,72916,621834962_9639031044_870571,880627155_51729533037,Test,5,0,0.0
466,73331,901549056_38823704976_582117,36677609_11304866149,Control,5,0,0.0
467,73335,93412372_8389589808_718793,134353583_52391412605,Control,5,0,0.0
468,73453,647566769_48383249998_309365,111123105_42096754461,Control,5,0,0.0
469,73615,92198522_86894862086_562216,473900224_2950395096,Test,5,0,0.0
470,73648,979369248_24495903230_300296,40360257_23469897745,Test,5,0,0.0
471,73910,707782085_90861986432_458297,331087954_11621568277,Control,5,0,0.0
472,74169,613950742_91834105213_923520,417472226_13818715306,Control,5,0,0.0
473,74169,828917167_60203142830_654773,949563634_15877679267,Control,2,0,0.0
474,74564,822829739_28512305033_684662,815569575_43879545755,Test,5,1,20.0
475,74844,623675995_58961827624_54065,594766114_70581599688,Test,6,1,16.666666666666664
476,74976,263786163_29851411293_612796,809846003_57926678590,Test,8,1,12.5
477,75033,960639191_34094319662_697906,441194699_83718029731,Test,5,0,0.0
478,75381,6990289_94652568363_568641,232178745_89033983610,Control,2,0,0.0
479,75490,285083398_36039244424_414787,624927408_57341416584,Test,5,0,0.0
480,75642,526041811_67459606555_5516,435905126_25559298330,Control,5,0,0.0
481,76424,666259932_30158765419_291737,85256436_19393418944,Control,5,0,0.0
482,76429,282887356_57349434515_432496,716855974_2529319254,Test,2,0,0.0
483,76429,415799059_35759073093_57864,716855974_2529319254,Test,7,1,14.285714285714285
484,76481,284877972_32979870918_826793,234717028_96089057365,Test,5,2,40.0
485,76481,690534154_80114106127_896650,13701593_48821368950,Test,5,1,20.0
486,76481,883801380_12410896271_58910,234717028_96089057365,Test,10,2,20.0
487,76635,407662718_20254969932_474252,684284063_21218027653,Test,7,2,28.57142857142857
488,76775,305839653_10284554895_424284,910693228_71604201286,Test,2,0,0.0
489,76776,368612417_10760802665_713588,706771837_52194723708,Control,4,0,0.0
490,76776,489847726_61096430876_289538,706771837_52194723708,Control,7,1,14.285714285714285
491,77071,196829956_78389432235_899482,664003424_86243725561,Control,8,1,12.5
492,77276,648398501_14644602910_655229,549636240_17059725554,Test,5,0,0.0
493,77513,572459338_90294712339_721223,549542040_9243616915,Test,8,1,12.5
494,77933,491548410_34273379909_586656,573076023_22043121115,Test,5,0,0.0
495,78728,250443296_82443015278_134841,499189400_86050658999,Control,5,1,20.0
496,78779,485572479_49019577168_488348,103358015_71540220454,Test,3,0,0.0
497,78779,758386474_39425063332_66106,290887154_68130652789,Test,3,0,0.0
498,78779,822642911_64864381113_708165,290887154_68130652789,Test,4,0,0.0
499,78917,470832660_58339568365_857108,58891198_41860073058,Control,4,1,25.0
500,79127,68272716_12059687038_361968,733405585_83563406693,Control,5,0,0.0
501,79127,870563885_54854010302_992352,733405585_83563406693,Control,2,0,0.0
502,79127,901654834_87975610545_923142,733405585_83563406693,Control,2,0,0.0
503,79229,561436211_18783696711_699,179971696_7965661641,Control,4,1,25.0
504,79452,596949370_84842212017_806236,832864808_81107690410,Test,6,0,0.0
505,79571,821804756_63711153384_710046,828490186_72406648289,Control,5,0,0.0
506,79669,298501331_14855321311_568712,522553224_38366941939,Test,7,1,14.285714285714285
507,79679,671678169_35863832283_449142,337095511_72786880840,Control,6,0,0.0
508,79819,363478814_7080330329_326682,168395244_62008133376,Control,5,0,0.0
509,79897,151124369_84350186460_144007,315897161_81581078420,Test,7,0,0.0
510,79897,616727174_37867999664_520285,313978003_70151417047,Test,3,1,33.33333333333333
511,80006,147528746_96707175968_366138,817611526_99915676607,Test,5,0,0.0
512,80006,301146928_80549837702_898743,817611526_99915676607,Test,4,0,0.0
513,80126,866612425_67352651041_73279,551735811_73042234760,Test,6,0,0.0
514,80127,444297956_41562715974_81366,858269111_61883090367,Control,2,0,0.0
515,80127,623208550_72991708623_429446,858269111_61883090367,Control,2,0,0.0
516,80127,813304987_11122582975_606431,858269111_61883090367,Control,5,0,0.0
517,80241,244362242_56894855014_681352,929042007_13315662273,Control,2,0,0.0
518,80241,298772047_66491454995_483348,929042007_13315662273,Control,2,0,0.0
519,80275,313926841_56043201217_379367,351892697_33634242105,Test,8,1,12.5
520,80275,941149082_76860209013_959960,351892697_33634242105,Test,7,1,14.285714285714285
521,80479,127522890_84207933291_768178,786698906_63688931496,Test,3,0,0.0
522,80479,323884698_37579804118_458010,950046187_55725862992,Test,3,0,0.0
523,80479,82705097_24491272854_589816,528487041_17251121818,Test,5,0,0.0
524,80559,950556724_50227040239_475948,347902156_96782120120,Control,5,0,0.0
525,80801,229171900_37862707089_475320,585155814_72398226475,Test,8,1,12.5
526,80801,301945212_38001442640_403731,585155814_72398226475,Test,4,0,0.0
527,80915,844990761_5997763085_393689,116710954_32986424063,Control,6,0,0.0
528,81102,530790597_67013394162_64513,686459683_83483963961,Control,5,0,0.0
529,81119,907692700_32537216193_68731,985083010_3798485190,Test,4,1,25.0
530,81303,379346034_13262604316_787756,422953578_81124801582,Test,9,0,0.0
531,81601,798189280_87684454562_747207,70574991_44970081212,Control,11,0,0.0
532,81720,125926698_39179383498_739131,447564378_71601113780,Test,3,0,0.0
533,81720,472771723_99969453100_951683,863842652_40609882115,Test,4,0,0.0
534,81720,518898444_82980040027_234873,447564378_71601113780,Test,3,0,0.0
535,81816,122209811_54403341941_899,840165069_79914946536,Control,3,0,0.0
536,81976,352605520_96472725570_616578,651554010_72966877074,Control,3,0,0.0
537,81976,388361902_83848416362_286403,651554010_72966877074,Control,2,0,0.0
538,82206,286069617_38557393159_690109,708608244_75483841084,Test,6,0,0.0
539,82376,478373048_25134460781_130789,856800536_87449538307,Control,5,0,0.0
540,82560,922415005_95576460164_953179,788891716_30233411263,Test,3,0,0.0
541,82566,387837390_93719368233_907523,165705561_99663584734,Control,5,0,0.0
542,82712,227930838_34748330391_312922,534347774_70632241399,Control,2,0,0.0
543,82712,413983253_59553074727_760562,534347774_70632241399,Control,2,0,0.0
544,82712,58187236_61946328841_581566,534347774_70632241399,Control,2,0,0.0
545,82712,607018978_22901664117_696160,947123507_74793404128,Control,6,0,0.0
546,82712,630989343_54567050_518717,534347774_70632241399,Control,3,0,0.0
547,82712,653098082_14488845768_723395,534347774_70632241399,Control,7,0,0.0
548,82712,777422861_30539904659_201952,640773037_65421560296,Control,2,0,0.0
549,82712,990291432_36857609969_413175,534347774_70632241399,Control,10,3,30.0
550,82723,137255036_83717231435_6015,43564677_63716938425,Control,6,1,16.666666666666664
551,82772,184771570_39581844785_359007,834461244_64652417433,Test,5,0,0.0
552,82869,802395828_6682877662_168362,122268084_82834617656,Control,5,0,0.0
553,83158,668882295_30178735960_182070,263643184_50689332447,Control,5,0,0.0
554,83447,930956303_25456975683_487624,554387165_75950158076,Control,15,3,20.0
555,83507,855723785_84131095300_586360,514671832_96679230042,Test,5,0,0.0
556,83585,524779185_84354190286_855610,575576646_4763934464,Test,5,0,0.0
557,83795,156539974_75794585732_357236,416513102_92928946465,Test,4,1,25.0
558,83795,298533122_62641083650_786428,416513102_92928946465,Test,3,0,0.0
559,83795,344099930_95518617969_747475,416513102_92928946465,Test,2,0,0.0
560,83795,680634076_99815567373_83871,416513102_92928946465,Test,12,3,25.0
561,84108,357865259_508754818_832956,168640190_92458128138,Control,5,0,0.0
562,84464,683635539_12487718385_835920,128666184_89888585724,Test,5,0,0.0
563,84480,642968424_67412904298_47809,681681248_35009595637,Control,3,1,33.33333333333333
564,84480,773195300_52620024115_263186,681681248_35009595637,Control,5,0,0.0
565,84596,964045172_87458357902_455802,146952063_90069386714,Test,2,0,0.0
566,84624,422193671_75218862365_804168,862164494_85494890959,Control,5,0,0.0
567,84658,152881269_58108170442_334346,546100967_29431500871,Test,5,0,0.0
568,84658,288132206_70876790655_821664,164543250_104079318,Test,3,0,0.0
569,84976,139734574_32428959876_504129,876787261_95936074518,Test,7,0,0.0
570,84976,142209159_41079837928_917253,876787261_95936074518,Test,2,0,0.0
571,85097,277248187_18179523868_438999,857348223_18277703314,Control,5,1,20.0
572,85286,917624845_75991358926_910006,627726394_4979888433,Control,7,1,14.285714285714285
573,85515,44469663_78159418759_167275,631484806_26776875094,Control,11,1,9.090909090909092
574,85515,586011869_60985806310_211797,631484806_26776875094,Control,4,0,0.0
575,85793,653764728_56521876719_931774,674283561_71837039651,Control,9,2,22.22222222222222
576,86035,867908396_92864065561_319387,979966534_72796203514,Test,5,0,0.0
577,86499,208261982_71575007952_93784,466318496_92684807059,Control,7,0,0.0
578,86616,260817534_34952385611_28292,213285569_94748296377,Control,8,1,12.5
579,86699,193051099_27203058364_390971,78778412_65842551903,Control,5,0,0.0
580,86780,218972230_66329892338_843184,232895288_25484681291,Test,5,1,20.0
581,86877,37618547_92916428039_619239,816834338_74160924176,Test,9,1,11.11111111111111
582,87162,21189172_14679454636_733458,364357975_49403410686,Control,5,0,0.0
583,87162,831769083_79512590962_336601,364357975_49403410686,Control,2,0,0.0
584,87218,557340204_35677035322_784350,235114755_24477340433,Control,3,0,0.0
585,87218,798792217_99268194625_184753,235114755_24477340433,Control,5,0,0.0
